id,title,domain,object_type,authority_level,approval_status,lifecycle_status,platform_scope,confidence,verification_required,source_ref,source_location,keywords,collection_file
ACA-INT-0066,اشتباه رایج: پرایس اکشن را با الگو یکی گرفتن,academy,COMMON_MISTAKE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.85,False,raw_sources/academy/intro/intro_lesson_03.md,بخش ۱۰ و ۱۲,الگو|پرایس اکشن|شکست کاذب|فشردگی قیمت,knowledge_base/academy/intro/lesson_03.json
ACA-INT-0067,تریدری هنر است، نه تحلیل‌گری,academy,RULE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.9,False,raw_sources/academy/intro/intro_lesson_03.md,بخش ۱۰,تریدر|تحلیلگر|لایو مارکت|گذشته,knowledge_base/academy/intro/lesson_03.json
ACA-INT-0068,منابع خارجی لزوماً برتر نیستند,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.75,True,raw_sources/academy/intro/intro_lesson_03.md,بخش ۸,منابع خارجی|دوره خارجی|اعتماد به نفس,knowledge_base/academy/intro/lesson_03.json
ACA-INT-0069,بروکر، واسط میان معامله‌گر و سیستم بانکی,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.9,False,raw_sources/academy/intro/intro_lesson_04.md,بخش ۲,بروکر|LP|نقدینگی|واسط,knowledge_base/academy/intro/lesson_04.json
ACA-INT-0070,چرا انتخاب بروکر برای ایرانی‌ها دشوار است,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.85,False,raw_sources/academy/intro/intro_lesson_04.md,بخش ۴,ایران|بروکر بی‌رگوله|کلاهبرداری|FxPro|IG,knowledge_base/academy/intro/lesson_04.json
ACA-INT-0071,چهار معیار انتخاب بروکر از نگاه مدرس,academy,RULE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.9,False,raw_sources/academy/intro/intro_lesson_04.md,بخش ۵ و ۷,انتخاب بروکر|امنیت سرمایه|برداشت|رگوله|پشتیبانی,knowledge_base/academy/intro/lesson_04.json
ACA-INT-0072,رگوله یعنی چه,academy,DEFINITION,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.85,False,raw_sources/academy/intro/intro_lesson_04.md,بخش ۶,رگوله|مجوز|نظارت|بیمه حساب,knowledge_base/academy/intro/lesson_04.json
ACA-INT-0073,کانال رسمی تلگرام آکادمی,academy,OPERATIONAL_FACT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.9,False,raw_sources/academy/intro/intro_lesson_04.md,بخش ۸,کانال رسمی|تلگرام|sobhanforex|کلاهبرداری,knowledge_base/academy/intro/lesson_04.json
ACA-INT-0074,لینک معرف بروکر و مزایای آن,academy,OPERATIONAL_FACT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.85,False,raw_sources/academy/intro/intro_lesson_04.md,بخش ۹,لینک معرف|ریبیت|تخفیف معاملاتی|مدیر حساب,knowledge_base/academy/intro/lesson_04.json
ACA-INT-0075,مراحل ثبت‌نام در بروکر,academy,PROCEDURE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.85,False,raw_sources/academy/intro/intro_lesson_04.md,بخش ۱۰,ثبت‌نام|فرم|بروکر|داشبورد,knowledge_base/academy/intro/lesson_04.json
ACA-INT-0076,ایمیل ثبت‌نام باید ایمیلی باشد که مرتب چک می‌شود,academy,RULE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.9,False,raw_sources/academy/intro/intro_lesson_04.md,بخش ۱۰,ایمیل|اطلاع‌رسانی|تعطیلی بازار,knowledge_base/academy/intro/lesson_04.json
ACA-INT-0077,داشبورد معاملاتی بروکر,academy,OPERATIONAL_FACT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.85,False,raw_sources/academy/intro/intro_lesson_04.md,بخش ۱۱,داشبورد|کابین معاملاتی|پرداخت‌ها,knowledge_base/academy/intro/lesson_04.json
ACA-INT-0078,دسترسی به سایت بروکر و موضوع فیلترشکن,academy,OPERATIONAL_FACT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.85,False,raw_sources/academy/intro/intro_lesson_04.md,بخش ۱۰,فیلترشکن|IP ثابت|سایت بروکر,knowledge_base/academy/intro/lesson_04.json
ACA-INT-0079,دانلود متاتریدر ۴ از داشبورد بروکر,academy,PROCEDURE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,MT4_ONLY,0.85,False,raw_sources/academy/intro/intro_lesson_04.md,بخش ۱۲,دانلود متاتریدر|متاتریدر ۴|اندروید|iOS,knowledge_base/academy/intro/lesson_04.json
ACA-INT-0080,اتصال متاتریدر ۴ به بروکر (گام‌به‌گام),academy,PROCEDURE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,MT4_ONLY,0.9,False,raw_sources/academy/intro/intro_lesson_04.md,بخش ۱۳,اتصال متاتریدر|Open an Account|Add New Broker|Login,knowledge_base/academy/intro/lesson_04.json
ACA-INT-0081,بررسی وضعیت اتصال متاتریدر,academy,TROUBLESHOOTING,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,MT4_ONLY,0.85,False,raw_sources/academy/intro/intro_lesson_04.md,بخش ۱۳,No Connection|وضعیت اتصال|عیب‌یابی,knowledge_base/academy/intro/lesson_04.json
ACA-INT-0082,ثبت اولین معامله پس از اتصال,academy,PROCEDURE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,MT4_ONLY,0.85,False,raw_sources/academy/intro/intro_lesson_04.md,بخش ۱۴,New Order|اولین معامله,knowledge_base/academy/intro/lesson_04.json
ACA-INT-0083,رسالت مدرس: سود دانشجو از سود او کم نمی‌کند,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.85,False,raw_sources/academy/intro/intro_lesson_04.md,بخش ۳,رسالت|سود مستمر|آموزش,knowledge_base/academy/intro/lesson_04.json
ACA-INT-0084,متاتریدر چیست و دستور معامله چه مسیری طی می‌کند,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,BOTH,0.9,False,raw_sources/academy/intro/intro_lesson_05.md,بخش ۱,متاتریدر|پلتفرم|LP|سی تریدر|نینجا تریدر,knowledge_base/academy/intro/lesson_05.json
ACA-INT-0085,تایم‌فریم‌ها در متاتریدر ۴,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,MT4_ONLY,0.9,False,raw_sources/academy/intro/intro_lesson_05.md,بخش ۲,تایم فریم|M5|H1|Daily|کندل,knowledge_base/academy/intro/lesson_05.json
ACA-INT-0086,تایم‌فریم شخصی مدرس: M5 و دی‌تریدینگ,academy,OPERATIONAL_FACT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,MT4_ONLY,0.85,False,raw_sources/academy/intro/intro_lesson_05.md,بخش ۲,M5|دی تریدر|تایم فریم شخصی,knowledge_base/academy/intro/lesson_05.json
ACA-INT-0087,سه نوع نمودار و چرایی انتخاب کندل‌استیک,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,MT4_ONLY,0.9,False,raw_sources/academy/intro/intro_lesson_05.md,بخش ۳,کندل استیک|بارچارت|لاین چارت,knowledge_base/academy/intro/lesson_05.json
ACA-INT-0088,زوم مناسب نمودار,academy,PROCEDURE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,MT4_ONLY,0.85,False,raw_sources/academy/intro/intro_lesson_05.md,بخش ۴,زوم|zoom in|zoom out,knowledge_base/academy/intro/lesson_05.json
ACA-INT-0089,موضع عملی درباره‌ی افزودن اندیکاتور در پلتفرم,academy,RULE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,MT4_ONLY,0.85,False,raw_sources/academy/intro/intro_lesson_05.md,بخش ۵,اندیکاتور|سایه قیمت|نمودار,knowledge_base/academy/intro/lesson_05.json
ACA-INT-0090,مرتب کردن چند نمودار با Arrange Windows,academy,PROCEDURE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,MT4_ONLY,0.85,False,raw_sources/academy/intro/intro_lesson_05.md,بخش ۶,arrange windows|چیدمان چارت,knowledge_base/academy/intro/lesson_05.json
ACA-INT-0091,دو گزینه‌ی مهم نمایش: Chart Shift و Auto Scroll,academy,PROCEDURE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,MT4_ONLY,0.85,False,raw_sources/academy/intro/intro_lesson_05.md,بخش ۶,chart shift|auto scroll|نمایش چارت,knowledge_base/academy/intro/lesson_05.json
ACA-INT-0092,تنظیمات نمودار و ترجیحات نمایشی آکادمی,academy,PROCEDURE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,MT4_ONLY,0.9,False,raw_sources/academy/intro/intro_lesson_05.md,بخش ۷,F8|properties|ask line|period separator|رنگ چارت,knowledge_base/academy/intro/lesson_05.json
ACA-INT-0093,ذخیره و بارگذاری تنظیمات با Template,academy,PROCEDURE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,MT4_ONLY,0.9,False,raw_sources/academy/intro/intro_lesson_05.md,بخش ۸,template|قالب چارت|ذخیره تنظیمات,knowledge_base/academy/intro/lesson_05.json
ACA-INT-0094,ابزارهای تحلیلی متاتریدر,academy,PROCEDURE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,MT4_ONLY,0.9,False,raw_sources/academy/intro/intro_lesson_05.md,بخش ۹,crosshair|خط افقی|خط روند|مستطیل|ابزار تحلیلی,knowledge_base/academy/intro/lesson_05.json
ACA-INT-0095,کار با خطوط: ویرایش، قفل، Ray و حذف,academy,PROCEDURE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,MT4_ONLY,0.9,False,raw_sources/academy/intro/intro_lesson_05.md,بخش ۹,ray|قفل خط|delete all|Ctrl+Z,knowledge_base/academy/intro/lesson_05.json
ACA-INT-0096,شخصی‌سازی نوار ابزار,academy,PROCEDURE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,MT4_ONLY,0.85,False,raw_sources/academy/intro/intro_lesson_05.md,بخش ۹,customize|نوار ابزار|toolbar,knowledge_base/academy/intro/lesson_05.json
ACA-INT-0097,تنظیم فیبوناچی به‌عنوان ابزار ریسک به ریوارد,academy,PROCEDURE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,MT4_ONLY,0.9,False,raw_sources/academy/intro/intro_lesson_05.md,بخش ۱۰,فیبوناچی|ریسک به ریوارد|TP|SL|retracement,knowledge_base/academy/intro/lesson_05.json
ACA-INT-0098,تفاوت فیبوناچی به‌عنوان ابزار با سیستم معاملاتی فیبوناچی,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,MT4_ONLY,0.8,True,raw_sources/academy/intro/intro_lesson_05.md,بخش ۱۰ (در تطبیق با جلسه ۳),فیبوناچی|ابزار|سیستم معاملاتی|رفع ابهام,knowledge_base/academy/intro/lesson_05.json
ACA-INT-0099,Market Watch و افزودن نماد,academy,PROCEDURE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,MT4_ONLY,0.9,False,raw_sources/academy/intro/intro_lesson_05.md,بخش ۱۱,market watch|symbols|افزودن نماد,knowledge_base/academy/intro/lesson_05.json
ACA-INT-0100,اسپرد از نگاه این درس,academy,DEFINITION,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,BROKER_DEPENDENT,0.85,False,raw_sources/academy/intro/intro_lesson_05.md,بخش ۱۱,اسپرد|کارمزد|کمیسیون,knowledge_base/academy/intro/lesson_05.json
ACA-INT-0101,پنجره‌ی ترمینال و مفاهیم حساب,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,MT4_ONLY,0.8,True,raw_sources/academy/intro/intro_lesson_05.md,بخش ۱۲,ترمینال|بالانس|اکویتی|مارجین|فری مارجین,knowledge_base/academy/intro/lesson_05.json
ACA-INT-0102,باز کردن معامله در متاتریدر ۴,academy,PROCEDURE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,MT4_ONLY,0.9,False,raw_sources/academy/intro/intro_lesson_05.md,بخش ۱۳,new order|F9|one click trading|buy|sell,knowledge_base/academy/intro/lesson_05.json
ACA-INT-0103,مدیریت معامله‌ی باز,academy,PROCEDURE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,MT4_ONLY,0.85,False,raw_sources/academy/intro/intro_lesson_05.md,بخش ۱۳,بستن معامله|modify|SL|TP,knowledge_base/academy/intro/lesson_05.json
ACA-INT-0104,تاریخچه‌ی معاملات و گزارش‌گیری,academy,PROCEDURE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,MT4_ONLY,0.85,False,raw_sources/academy/intro/intro_lesson_05.md,بخش ۱۴,account history|گزارش|پیپ|دلار,knowledge_base/academy/intro/lesson_05.json
ACA-INT-0105,سواپ در تاریخچه‌ی معاملات,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,BROKER_DEPENDENT,0.75,True,raw_sources/academy/intro/intro_lesson_05.md,بخش ۱۴,سواپ|بهره شبانه|طلا,knowledge_base/academy/intro/lesson_05.json
ACA-INT-0106,تنظیم هشدار قیمتی (Alert),academy,PROCEDURE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,MT4_ONLY,0.85,False,raw_sources/academy/intro/intro_lesson_05.md,بخش ۱۵,alert|هشدار قیمت,knowledge_base/academy/intro/lesson_05.json
ACA-INT-0107,منوهای بالای متاتریدر ۴,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,MT4_ONLY,0.85,False,raw_sources/academy/intro/intro_lesson_05.md,بخش ۱۶,منو|File|View|Tools|History Center,knowledge_base/academy/intro/lesson_05.json
ACA-INT-0108,کلیدهای میان‌بر متاتریدر ۴,academy,PROCEDURE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,MT4_ONLY,0.9,False,raw_sources/academy/intro/intro_lesson_05.md,بخش ۱۶,شورت کات|کلید میانبر|F9|F8|Ctrl+M,knowledge_base/academy/intro/lesson_05.json
ACA-INT-0110,نسبت متاتریدر ۵ به متاتریدر ۴ از نگاه آکادمی,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,VERSION_DEPENDENT,0.9,False,raw_sources/academy/intro/intro_lesson_06.md,بخش ۳,متاتریدر ۵|متاتریدر ۴|تفاوت,knowledge_base/academy/intro/lesson_06.json
ACA-INT-0111,توصیه‌ی آکادمی برای انتخاب بین متاتریدر ۴ و ۵,academy,RULE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,VERSION_DEPENDENT,0.9,False,raw_sources/academy/intro/intro_lesson_06.md,بخش ۳,انتخاب پلتفرم|متاتریدر ۴|متاتریدر ۵,knowledge_base/academy/intro/lesson_06.json
ACA-INT-0112,ورود به حساب در متاتریدر ۵,academy,PROCEDURE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,MT5_ONLY,0.9,False,raw_sources/academy/intro/intro_lesson_06.md,بخش ۴,ورود|open an account|سرور|متاتریدر ۵,knowledge_base/academy/intro/lesson_06.json
ACA-INT-0113,باز کردن نمودار و کار با Market Watch در متاتریدر ۵,academy,PROCEDURE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,MT5_ONLY,0.9,False,raw_sources/academy/intro/intro_lesson_06.md,بخش ۵,market watch|new chart|Ctrl+M|show all|hide all,knowledge_base/academy/intro/lesson_06.json
ACA-INT-0114,منوهای متاتریدر ۵,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,MT5_ONLY,0.85,False,raw_sources/academy/intro/intro_lesson_06.md,بخش ۶,منو|view|insert|chart|color theme,knowledge_base/academy/intro/lesson_06.json
ACA-INT-0115,ذخیره و بارگذاری Template در متاتریدر ۵,academy,PROCEDURE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,MT5_ONLY,0.85,False,raw_sources/academy/intro/intro_lesson_06.md,بخش ۷,template|قالب|متاتریدر ۵,knowledge_base/academy/intro/lesson_06.json
ACA-INT-0116,Trade Level: نمایش یا پنهان کردن خطوط معامله روی چارت,academy,PROCEDURE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,MT5_ONLY,0.75,True,raw_sources/academy/intro/intro_lesson_06.md,بخش ۸,trade level|خطوط معامله|چارت تمیز,knowledge_base/academy/intro/lesson_06.json
ACA-INT-0117,Trade History: نمایش معاملات گذشته روی چارت,academy,PROCEDURE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,MT5_ONLY,0.85,False,raw_sources/academy/intro/intro_lesson_06.md,بخش ۸,trade history|بازبینی معاملات|نقطه ورود,knowledge_base/academy/intro/lesson_06.json
ACA-INT-0118,منوی Tools در متاتریدر ۵,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,MT5_ONLY,0.8,True,raw_sources/academy/intro/intro_lesson_06.md,بخش ۹,tools|new order|task manager|MQL5 market|options,knowledge_base/academy/intro/lesson_06.json
ACA-INT-0119,سرعت متاتریدر ۴ در برابر ۵ و تأثیر اینترنت,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,VERSION_DEPENDENT,0.8,True,raw_sources/academy/intro/intro_lesson_06.md,بخش ۱۰,سرعت|اینترنت|کانکشن|انتخاب پلتفرم,knowledge_base/academy/intro/lesson_06.json
ACA-INT-0120,پیپ: واحد اندازه‌گیری تغییر قیمت,academy,DEFINITION,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.9,False,raw_sources/academy/intro/intro_lesson_07.md,بخش ۲,پیپ|pip|واحد اندازه‌گیری,knowledge_base/academy/intro/lesson_07.json
ACA-INT-0121,پیپت: یک دهم پیپ,academy,DEFINITION,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.9,False,raw_sources/academy/intro/intro_lesson_07.md,بخش ۲,پیپت|pipette|point,knowledge_base/academy/intro/lesson_07.json
ACA-INT-0122,تشخیص پیپ و پیپت در جفت‌ارزهای مختلف,academy,RULE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.9,False,raw_sources/academy/intro/intro_lesson_07.md,بخش ۳ (نسخه‌ی ساختاریافته),پیپ|ین|USDJPY|اعشار,knowledge_base/academy/intro/lesson_07.json
ACA-INT-0123,محاسبه‌ی تعداد پیپ با مثال,academy,EXAMPLE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.9,False,raw_sources/academy/intro/intro_lesson_07.md,بخش ۴ (نسخه‌ی ساختاریافته),محاسبه پیپ|مثال,knowledge_base/academy/intro/lesson_07.json
ACA-INT-0124,چرا شناخت دقیق پیپ مهم است,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.85,False,raw_sources/academy/intro/intro_lesson_07.md,بخش ۲,پیپ|ریسک|محاسبه سود,knowledge_base/academy/intro/lesson_07.json
ACA-INT-0125,لات و انواع آن,academy,DEFINITION,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.9,False,raw_sources/academy/intro/intro_lesson_07.md,بخش ۵,لات|مینی لات|میکرو لات|نانو لات|حجم,knowledge_base/academy/intro/lesson_07.json
ACA-INT-0126,ارزش هر پیپ در یک لات استاندارد,academy,RULE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.9,False,raw_sources/academy/intro/intro_lesson_07.md,بخش ۶,ارزش پیپ|سود|ضرر|لات,knowledge_base/academy/intro/lesson_07.json
ACA-INT-0127,فرمول ارزش پیپ در درس و نکته‌ی واحد پول,academy,CONCEPT,ACADEMY_PRIMARY,REVIEW_REQUIRED,PENDING_REVIEW,NOT_APPLICABLE,0.5,True,raw_sources/academy/intro/intro_lesson_07.md,بخش ۷,فرمول ارزش پیپ|ارز پایه|۹.۰۵,knowledge_base/academy/intro/lesson_07.json
ACA-INT-0128,ارزش پیپ در نمادهای غیر از جفت‌ارزهای دلاری,academy,CONCEPT,ACADEMY_PRIMARY,REVIEW_REQUIRED,PENDING_REVIEW,NOT_APPLICABLE,0.6,True,raw_sources/academy/intro/intro_lesson_07.md,بخش ۷ (نسخه‌ی ساختاریافته),ارزش پیپ|USDJPY|طلا|tick value,knowledge_base/academy/intro/lesson_07.json
ACA-INT-0129,لوریج (اهرم) چیست,academy,DEFINITION,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.85,False,raw_sources/academy/intro/intro_lesson_07.md,بخش ۸,لوریج|اهرم|leverage|کریپتو,knowledge_base/academy/intro/lesson_07.json
ACA-INT-0130,سود و زیان تابع حجم معامله است، نه لوریج,academy,RULE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.9,False,raw_sources/academy/intro/intro_lesson_07.md,بخش ۸,لوریج|حجم|ریسک,knowledge_base/academy/intro/lesson_07.json
ACA-INT-0131,لوریج شمشیر دولبه است,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.85,False,raw_sources/academy/intro/intro_lesson_07.md,بخش ۸,شمشیر دولبه|لوریج|مدیریت ریسک,knowledge_base/academy/intro/lesson_07.json
ACA-INT-0132,معامله‌گری یک مهارت است، نه اتفاق یک‌شبه,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.85,False,raw_sources/academy/intro/intro_lesson_07.md,بخش ۱۰ (نسخه‌ی ساختاریافته),مهارت|پروسه|ثابت‌قدمی,knowledge_base/academy/intro/lesson_07.json
ACA-INT-0133,کندل‌استیک چیست,academy,DEFINITION,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.9,False,raw_sources/academy/intro/intro_lesson_08a.md,بخش ۲,کندل استیک|شمع|لاین چارت|بار چارت,knowledge_base/academy/intro/lesson_08a.json
ACA-INT-0134,ساختار یک کندل: چهار قیمت کلیدی,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.95,False,raw_sources/academy/intro/intro_lesson_08a.md,بخش ۳,OHLC|بدنه|سایه|open|close|high|low,knowledge_base/academy/intro/lesson_08a.json
ACA-INT-0135,کندل صعودی (Bullish),academy,EXAMPLE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.9,False,raw_sources/academy/intro/intro_lesson_08a.md,بخش ۴,کندل صعودی|bullish|سبز,knowledge_base/academy/intro/lesson_08a.json
ACA-INT-0136,کندل نزولی (Bearish),academy,EXAMPLE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.9,False,raw_sources/academy/intro/intro_lesson_08a.md,بخش ۵,کندل نزولی|bearish|قرمز,knowledge_base/academy/intro/lesson_08a.json
ACA-INT-0137,معنی سایه‌ها: قدرت خریدار و فروشنده,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.9,False,raw_sources/academy/intro/intro_lesson_08a.md,بخش ۶,سایه|شدو|قدرت خریدار|قدرت فروشنده,knowledge_base/academy/intro/lesson_08a.json
ACA-INT-0138,دوجی: کندل بلاتکلیفی,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.9,False,raw_sources/academy/intro/intro_lesson_08a.md,بخش ۷,دوجی|doji|بلاتکلیفی,knowledge_base/academy/intro/lesson_08a.json
ACA-INT-0139,ساعات باز بودن بازار فارکس,academy,OPERATIONAL_FACT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.8,True,raw_sources/academy/intro/intro_lesson_08a.md,بخش ۸,ساعات بازار|۲۴ ساعته|هفته معاملاتی,knowledge_base/academy/intro/lesson_08a.json
ACA-INT-0140,فهرست تایم‌فریم‌ها و نماد اختصاری آن‌ها,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.95,False,raw_sources/academy/intro/intro_lesson_08a.md,بخش ۸,تایم فریم|MN|W1|D1|H4|M5,knowledge_base/academy/intro/lesson_08a.json
ACA-INT-0141,رابطه‌ی تودرتوی تایم‌فریم‌ها,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.9,False,raw_sources/academy/intro/intro_lesson_08a.md,بخش ۹,تایم فریم|تودرتو|نسبت,knowledge_base/academy/intro/lesson_08a.json
ACA-INT-0142,مثال: یک کندل بزرگ، خلاصه‌ی کل بازه,academy,EXAMPLE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.8,True,raw_sources/academy/intro/intro_lesson_08a.md,بخش ۹,مثال طلا|کندل سالیانه|خلاصه,knowledge_base/academy/intro/lesson_08a.json
ACA-INT-0143,مولتی تایم‌فریم چیست,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.85,False,raw_sources/academy/intro/intro_lesson_08a.md,بخش ۱۰,مولتی تایم فریم|روند|نقطه ورود,knowledge_base/academy/intro/lesson_08a.json
ACA-INT-0144,سبک شخصی مدرس: تک تایم‌فریم,academy,OPERATIONAL_FACT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.9,False,raw_sources/academy/intro/intro_lesson_08a.md,بخش ۱۰,M5|تک تایم فریم|سبک شخصی,knowledge_base/academy/intro/lesson_08a.json
ACA-INT-0145,کندل‌خوانی با تمرین به مهارت ذهنی تبدیل می‌شود,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.85,False,raw_sources/academy/intro/intro_lesson_08a.md,بخش ۱۱,کندل خوانی|تمرین|مهارت,knowledge_base/academy/intro/lesson_08a.json
ACA-INT-0146,دو نوع اصلی سفارش: مارکت اردر و پندینگ اردر,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.95,False,raw_sources/academy/intro/intro_lesson_09.md,بخش ۲,مارکت اردر|پندینگ اردر|market order|pending order|سفارش,knowledge_base/academy/intro/lesson_09.json
