source_class,category,question,answer,authority,valid_until,owner,notes
official,هوش هیجانی,از کجا شروع کنم؟,"مدرس عدد را دو بار در درس تکرار می‌کند چون هسته‌ی پیام عملی اوست: نیمی از راه افزایش هوش هیجانی، صرفاً آگاه بودن نسبت به آن است — یعنی خودت را کامل بشناسی.
معنایش این است که دانشجو لازم نیست پیش از شروع، تکنیک پیچیده‌ای یاد بگیرد؛ شناختن الگوهای خودش نیمی از کار را انجام می‌دهد.",guidance,,سبحان صمدی,منبع: ACA-EQ-0015 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,هوش هیجانی,تست هوش هیجانی کجاست؟,"روش سنجش پیشرفتی که آکادمی توصیه می‌کند: تست هوش هیجانی هر ۳ ماه یک بار تکرار شود و نمره با دفعه‌ی قبل مقایسه گردد تا مشخص شود افزایش پیدا کرده یا نه.
این با ساختار دوره هم‌خوان است: آکادمی پس از پایان چهار جلسه، امکان انجام تست هوش هیجانی را در اختیار کاربر می‌گذارد.

• پس از پایان چهار بخش دوره، تست هوش هیجانی را انجام دهید.
• نمره را یادداشت کنید.
• سه ماه بعد همان تست را دوباره بدهید.
• دو نمره را مقایسه کنید و روند را ببینید، نه فقط عدد را.",guidance,,سبحان صمدی,منبع: ACA-EQ-0016 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,هوش هیجانی,هوش هیجانی فقط درباره خودمه؟,"مدرس هوش هیجانی را دو سویه می‌داند و هر دو را نشانه‌ی EQ بالا می‌شمارد:
• درک دیگران: کسی را ببینی و بتوانی احساساتش را درک کنی.
• درک خود: خودت را بشناسی، احساسات و هیجانات خودت را بشناسی و درک کنی.
و آنچه دوره وعده می‌دهد سه چیز است: خودت را بشناسی، احساسات خودت و دیگران را کنترل کنی، و بتوانی دوستت را ببینی و درکش کنی.",guidance,,سبحان صمدی,منبع: ACA-EQ-0018 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | 💡 برای معامله‌گری، سویه‌ی «درک خود» اولویت دارد: تا وقتی ندانی چه حسی داری، نمی‌توانی جلوی تصمیمی که آن حس می‌سازد را بگیری.
official,هوش هیجانی,هوش هیجانی از چی تشکیل شده؟,"فهرستی که دوره به‌عنوان اجزای هوش هیجانی می‌آورد:
۱. انگیزه دادن به خود — کسی که EQ بالایی دارد دنبال انگیزه گرفتن از کسی نیست.
۲. پشتکار — ادامه دادن در شرایط دشوار و سرخوردگی.
۳. کنترل رفتارهای تکانشی — مهار واکنش لحظه‌ای و از کوره در رفتن.
۴. به تأخیر انداختن خواسته‌ها — برای رسیدن به اهداف.
۵. تنظیم هیجانات — جلوگیری از غلبه‌ی استرس بر قدرت تفکر.
۶. همدلی با دیگران — توانایی درک دیگران.
۷. امیدواری — حفظ روحیه در شرایط سخت.",guidance,,سبحان صمدی,منبع: ACA-EQ-0021 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | 💡 چهار مورد اول و پنجم مستقیماً همان چیزی است که در روز ضرر تعیین‌کننده است (ACA-EQ-0007).
official,هوش هیجانی,خودپنداره یعنی چی؟,"خودپنداره (Self-Perception) یعنی رابطه‌ی فرد با خودش، و سه بخش دارد:
• عزت نفس — خود را دوست داشتن و باور به خود
• خودشکوفایی — شناخت رسالت و هدف زندگی
• خودآگاهی هیجانی — آگاهی از احساسات خود
آستانه‌ی نمره در این مؤلفه: بالای ۶۰ خوب، بالای ۸۰ عالی.",guidance,,سبحان صمدی,منبع: ACA-EQ-0026 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | زمان‌مند: این آستانه‌ها مربوط به همین تست است و آستانه‌ی عمومی نیست.
official,هوش هیجانی,عزت نفس یعنی چی؟,"عزت نفس یعنی: خودت را دوست داشته باشی، به خودت ایمان داشته باشی، و باور داشته باشی که لیاقت موفقیت را داری.
جمله‌ی کلیدی مدرس: «خیلی از افراد با دست خودشان به خودشان ضرر می‌زنند، چون عزت نفس پایینی دارند.»
نشانه‌های عزت نفس پایین: خودش را باور ندارد · دنبال الگوهای شکست می‌گردد · فکر می‌کند حتماً باید شکست بخورد تا موفق شود · منتظر تأیید دیگران می‌ماند.
نشانه‌های عزت نفس بالا: خود را دوست دارد · مسئولیت‌پذیر است · بدون منتظر ماندن اقدام می‌کند.
آستانه‌ی نمره: بالای ۶۰ خوب، بالای ۸۰ عالی.",guidance,,سبحان صمدی,منبع: ACA-EQ-0027 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | زمان‌مند: این آستانه‌ها مربوط به همین تست است و آستانه‌ی عمومی نیست. | 💡 کاربرد برای مربی: دانشجویی که می‌گوید «من نمی‌تونم»، «من بدشانسم» یا مدام دنبال تأیید است، ممکن است مسئله‌اش تکنیکال نباشد.
official,هوش هیجانی,خودشکوفایی یعنی چی؟,"خودشکوفایی یعنی: دقیقاً بدانی رسالت و هدف زندگی‌ات چیست.
مدرس نکته‌ی تکان‌دهنده‌ای اضافه می‌کند: بسیاری از افراد تا ۸۰ یا ۹۰ سالگی هنوز نمی‌دانند چرا به این دنیا آمده‌اند.
آستانه‌ی نمره: بالای ۶۵ بسیار خوب.",guidance,,سبحان صمدی,منبع: ACA-EQ-0028 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | زمان‌مند: این آستانه‌ها مربوط به همین تست است و آستانه‌ی عمومی نیست.
official,هوش هیجانی,احساسات چه اثری روی معامله داره؟,"استعاره‌ی مدرس برای نقش احساسات:
• احساسات مثبت = گاز موفقیت — شادمانی، مسئولیت‌پذیری، امیدواری.
• احساسات منفی = ترمز شما — ترس از شکست، سرخوردگی، ناامیدی.
احساسات مثبت شما را به سمت موفقیت پیش می‌برند و احساسات منفی مانند ترمز عمل می‌کنند.",guidance,,سبحان صمدی,منبع: ACA-EQ-0030 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | 💡 نکته‌ی مهم در همین استعاره: ترمز خرابی نیست، کندی است. یعنی مسئله این نیست که احساس منفی داری، مسئله این است که با پای روی ترمز می‌خواهی جلو بروی.
official,هوش هیجانی,خودبیانگری یعنی چی؟,"خودبیانگری (Self-Expression) یعنی رابطه‌ی فرد با بیرون از خودش، و سه بخش دارد:
• شادمانی — حال خوب داشتن
• خودابرازی — توانایی بیان درست احساسات
• استقلال — وابسته نبودن به دیگران",guidance,,سبحان صمدی,منبع: ACA-EQ-0032 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,هوش هیجانی,ترید روی رابطه‌هام اثر گذاشته,"خودابرازی: توانایی بیان درست احساسات — خوشحالی، ناراحتی، خشم و بقیه.
تأکید ویژه‌ی مدرس درباره‌ی معامله‌گران: چون معامله‌گران بیشتر با مانیتور سروکار دارند تا با آدم‌ها، باید بیشتر روی این موضوع کار کنند تا روابط زندگی‌شان تحت تأثیر قرار نگیرد.",guidance,,سبحان صمدی,منبع: ACA-EQ-0034 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | 💡 این یکی از معدود جاهایی است که دوره صریحاً هزینه‌ی شغلی معامله‌گری روی زندگی شخصی را نام می‌برد.
official,هوش هیجانی,استقلال یعنی چی؟,"سه جمله‌ای که مدرس برای استقلال می‌آورد:
• من وابسته به هیچ‌کس نیستم.
• من خالق مسئولیت و نتایج زندگی خودم هستم.
• منتظر تغییرات بیرونی نباش.
این ادامه‌ی مستقیم قاعده‌ی «انگیزه‌ی قائم به ذات» بخش دوم و مسئولیت‌پذیری همین بخش است.",guidance,,سبحان صمدی,منبع: ACA-EQ-0035 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,هوش هیجانی,بین فردی یعنی چی؟,"بین فردی (Interpersonal) سه بخش دارد:
• روابط بین فردی — توانایی ارتباط با دیگران
• همدلی — درک احساسات دیگران
• مسئولیت‌پذیری اجتماعی — توجه به جامعه و قوانین آن
دو نکته‌ی مدرس:
• مغز انسان برای ارتباط با دیگران طراحی شده است؛ انزوا ممکن است به مرور زمان به روابط آسیب بزند.
• احساسات مانند ویروس هستند — حال خوب شما به دیگران هم منتقل می‌شود.",guidance,,سبحان صمدی,منبع: ACA-EQ-0036 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | 💡 این با هشدار خودابرازی (ACA-EQ-0034) یک مجموعه است: معامله‌گری شغلی است که به‌طور طبیعی به انزوا می‌کشد، و دوره این را ریسک می‌داند.
official,هوش هیجانی,چطور تصمیم بگیرم؟,"اصل کلیدی مدرس: اگر نتیجه‌ی متفاوتی می‌خواهی، باید متفاوت قدم برداری.
آستانه‌ی نمره: بالای ۶۰ خوب، بالای ۸۰ عالی.
فرمول تصمیم‌گیری دوره پنج گام دارد و هسته‌اش گام دوم است — نگرفتن تصمیم سریع، یعنی همان کنترل تکانه.
مدرس اضافه می‌کند: افرادی که تصمیم‌گیرنده‌های ضعیفی هستند، باید خیلی روی خودشان کار کنند.

• تشخیص بده که بین دو یا چند گزینه‌ای.
• سریع تصمیم نگیر — تکانه را کنترل کن.
• روی کاغذ بنویس.
• مزایا و معایب هر گزینه را بنویس.
• بعد تصمیم بگیر.",guidance,,سبحان صمدی,منبع: ACA-EQ-0037 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | زمان‌مند: این آستانه‌ها مربوط به همین تست است و آستانه‌ی عمومی نیست.
official,هوش هیجانی,سه تا ضرر خوردم چیکار کنم؟,"تکانش: واکنش لحظه‌ای، از کوره در رفتن، تصمیم عجولانه.
سه موقعیتی که مدرس به‌عنوان خطر نام می‌برد:
• سه ضرر پشت سر هم → می‌خواهی انتقام بگیری.
• سود زیاد → احساس سرخوشی و اعتمادبه‌نفس کاذب.
• یک معامله‌ی اشتباه که به سود رسید → دوباره تکرارش می‌کنی.
جمله‌ی هشدار مدرس: «همون یه بار اشتباهی که به سود رسید، ریشه‌ی نابودی حساب می‌شود.»
راه‌حل درس: آگاهی داشته باش که این ضعف را داری؛ وقتی به سه ضرر رسیدی، بپذیر و دست نگه دار.",guidance,,سبحان صمدی,منبع: ACA-EQ-0039 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,هوش هیجانی,چرا باز همون کارو کردم؟,"توضیح مدرس درباره‌ی سازوکار تکرار اشتباه:
۱. یک بار خارج از قاعده عمل کردی و اتفاقاً سود کردی.
۲. ذهنت نتیجه می‌گیرد: «این بار هم جواب می‌دهد».
۳. این بار حساب نابود می‌شود.
راه‌حل درس: آگاهی از این الگو + تعهد به پلن + مسئولیت‌پذیری.",guidance,,سبحان صمدی,منبع: ACA-EQ-0040 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | 💡 نکته‌ی مهمی که در این توضیح هست: سودِ یک معامله، درستی آن را ثابت نمی‌کند. معامله‌ی خارج از پلن که به سود رسیده، خطرناک‌تر از معامله‌ی خارج از پلنی است که ضرر داده — چون تقویت می‌شود.
official,هوش هیجانی,چه تمرینی انجام بدم؟,"تمرین عملی پایان بخش سوم:
مدرس تأکید می‌کند: افراد موفق جهان همه دفتر دارند. با دفترت رفیق شو. نوشتن معجزه می‌کند.

• دفترت را بردار.
• تصمیماتی را که در گذشته گرفتی و به موفقیت رسیدی بنویس.
• تصمیماتی را که به اتفاق ناخوشایند منجر شد بنویس.
• ریشه‌ی هر کدام را بررسی کن.
• بپرس: اگر همان لحظه برمی‌گشتی، با فرمول تصمیم‌گیری باز هم همان کار را می‌کردی؟",guidance,,سبحان صمدی,منبع: ACA-EQ-0041 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | 💡 این تمرین همان کاری را برای زندگی می‌کند که ژورنال معاملاتی برای معاملات (PSY-PAT-0010) — و گام چهارم مهم‌ترین گام است، چون تصمیم گذشته را با فرمول امروز بازآزمایی می‌کند.
official,هوش هیجانی,ترس بده؟,"یکی از مهم‌ترین بازتعریف‌های دوره: ترس و استرس بد نیستند، بلکه مفیدند تا زمانی که به شما آسیب نزنند و در تصمیماتتان دخالت نکنند.
سه مثال خود درس:
• اگر ترس از دست دادن جان نباشد، سر پیچ سرعت را کم نمی‌کنی.
• اگر استرس امتحان نباشد، درس نمی‌خوانی.
• اگر استرس از دست دادن سرمایه نباشد، مدیریت سرمایه و ریسک را رعایت نمی‌کنی.
اصل کلیدی: ترس و طمع همیشه هستند. نمی‌توان گفت نیستند، اما می‌توان بر آن‌ها تسلط داشت — «به قدری کمرنگ می‌شوند که شاید اصلاً به چشمت نیایند».",guidance,,سبحان صمدی,منبع: ACA-EQ-0044 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | 💡 این مکمل ACA-EQ-0029 است، نه ناقض آن: هدف حذف احساس نیست، هدف این است که احساس تصمیم را نگیرد. سومین مثال هم مستقیماً مدیریت ریسک آکادمی را به همین ترس سالم وصل می‌کند.
official,هوش هیجانی,خلاصه‌ی دوره چیه؟,"جمع‌بندی عملیاتی خود مدرس در پایان دوره — کوتاه‌ترین صورت کل چهار بخش:
۱. خودآگاهی: بدان چه احساسی داری و چرا.
۲. عزت نفس: خودت را باور داشته باش؛ لیاقت موفقیت را داری.
۳. مدیریت تکانش: واکنش‌های لحظه‌ای را کنترل کن.
۴. قبول ضرر: مسئولیت‌پذیر باش — «من ضرر کردم»، نه «بازار به من ضرر زد».
۵. خوش‌بینی: از هر اتفاقی یک نکته‌ی مثبت پیدا کن.
۶. صبر: برای رسیدن به اهداف، خواسته‌های فعلی را به تأخیر بینداز.",guidance,,سبحان صمدی,منبع: ACA-EQ-0051 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | 💡 این مناسب‌ترین رکورد برای پاسخ کوتاه مربی به «خلاصه‌ی دوره‌ی هوش هیجانی چیست؟» است.
official,هوش هیجانی,وقت ندارم چیکار کنم؟,"شش جمله‌ی پایانی دوره:
• هوش هیجانی قابل بهبود است.
• ۵۰ درصد راه بهبود = شناخت مؤلفه‌ها.
• ترس و طمع همیشه هستند، اما قابل کنترل‌اند.
• مسئولیت‌پذیر باش.
• از مسیر لذت ببر، نه فقط از مقصد.
• ثابت‌قدم باش.
تنها درخواست مدرس: «ثابت‌قدم باشید. قدم بردارید، حتی شده روزی سی دقیقه.»
و جمله‌ی بدرقه‌ی دوره: «هر کجای این جهان هستید، بدرخشید.»",guidance,,سبحان صمدی,منبع: ACA-EQ-0053 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | 💡 عدد «روزی سی دقیقه» ارزش زیادی برای مربی دارد: به دانشجویی که می‌گوید وقت ندارد یا عقب افتاده، یک کف مشخص و کوچک می‌دهد به‌جای توصیه‌ی کلی.
official,دوره مقدماتی,دوره مقدماتی چقدره؟,مدرس دو بار تأکید می‌کند که آموزش مقدماتی کاملاً هدیه است و هزینه‌ای ندارد. او اشاره می‌کند که برخی افراد سال گذشته همین آموزش‌ها را به دیگران فروخته و از آن‌ها هزینه گرفته‌اند. پس اگر کسی برای دوره‌ی مقدماتی هزینه می‌گیرد، آن فروش از سوی آکادمی نیست.,guidance,,سبحان صمدی,منبع: ACA-INT-0001 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | فروش دوره‌ی مقدماتی توسط اشخاص دیگر، مورد تأیید آکادمی نیست.
official,دوره مقدماتی,فرق تریدر و تحلیلگر چیه؟,مدرس دو بار می‌گوید هدف این آموزش ساختن یک تریدر است، نه یک تحلیلگر؛ یعنی کسی که در بازارهای مالی کسب سود می‌کند. به گفته‌ی او هنر معامله‌گری و درک درست از قیمت با آنچه در کتاب‌ها یا بسیاری از آموزش‌های دیگر گفته می‌شود متفاوت است.,guidance,,سبحان صمدی,منبع: ACA-INT-0004 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,با چقدر پول حساب باز کنم؟,مدرس تأکید می‌کند که باز کردن حساب واقعی — با هر مبلغی، از یک دلار و سی دلار تا صدها هزار دلار — هنر نیست؛ هنر، رشد دادن همان حساب است.,guidance,,سبحان صمدی,منبع: ACA-INT-0018 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,قیمت واقعی طلا چقدره؟,مدرس این جمله را دو بار تکرار می‌کند و از دانشجو می‌خواهد آن را در دفترش یادداشت کند: قیمت نمایانگر واقعی ارزش بنیادی نیست؛ نمایانگر تمایلات جمعیت عوام است. نتیجه‌ی عملی‌اش این است که به‌جای بحث درباره‌ی «قیمت واقعی» یک دارایی، باید دید ذهنیت غالب مردم در آن نقطه خرید است یا فروش، ترس است یا طمع.,guidance,,سبحان صمدی,منبع: ACA-INT-0055 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,کندل از چی تشکیل شده؟,هر کندل از چهار قیمت ساخته می‌شود: Open (قیمت باز شدن)، Close (قیمت بسته شدن)، High (بالاترین قیمت آن بازه) و Low (پایین‌ترین قیمت آن بازه). فاصله‌ی Open تا Close «بدنه» نام دارد و خطوط باریک بالا و پایین بدنه «سایه» (Shadow، Wick یا Tail) نامیده می‌شوند. بدنه خالص حرکت قیمت را نشان می‌دهد و سایه‌ها نوسان درون همان بازه را.,guidance,,سبحان صمدی,منبع: ACA-INT-0134 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,تایم‌فریم‌ها کدومن؟,تایم‌فریم‌ها از بزرگ به کوچک: MN ماهیانه، W1 هفتگی، D1 روزانه، H4 چهارساعته، H1 یک‌ساعته، M30 سی‌دقیقه‌ای، M15 پانزده‌دقیقه‌ای، M5 پنج‌دقیقه‌ای و M1 یک‌دقیقه‌ای. هر کندل نماینده‌ی همان بازه است.,guidance,,سبحان صمدی,منبع: ACA-INT-0140 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,چند نوع اردر داریم؟,برای ورود به بازار دو نوع سفارش وجود دارد: مارکت اردر (Market Order) که همین حالا و روی قیمت لحظه‌ای اجرا می‌شود، و پندینگ اردر (Pending Order) که سفارش شرطی است و فقط وقتی قیمت به سطح تعیین‌شده رسید فعال می‌شود. هر دو می‌توانند خرید (Buy) یا فروش (Sell) باشند — چون همان‌طور که در جلسات قبل گفته شد، هم از افزایش قیمت و هم از ریزش آن می‌توان سود گرفت.,guidance,,سبحان صمدی,منبع: ACA-INT-0146 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,مارکت اردر یعنی چی؟,مارکت اردر یعنی معامله در لحظه: خودت دستی روی Buy کلیک می‌کنی تا از افزایش قیمت سود بگیری، یا روی Sell تا از ریزش قیمت سود بگیری. اجرای آن دست خود معامله‌گر است و روی قیمت جاری بازار انجام می‌شود.,guidance,,سبحان صمدی,منبع: ACA-INT-0147 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,پندینگ اردر یعنی چی؟,پندینگ اردر یعنی سفارش شرطی. مدرس آن را این‌طور توضیح می‌دهد که «به بروکرت شرط می‌بندی»: سفارش را از قبل می‌گذاری و تعیین می‌کنی در چه قیمتی وارد معامله شود. اگر خواب باشی یا پشت سیستم نباشی، سفارش خودش فعال می‌شود؛ و اگر حد سود و حد ضرر را هم مشخص کرده باشی، خودش معامله را می‌بندد — چه در سود، چه در ضرر. کاربرد اصلی‌اش همین است: زمانی که پای چارت نیستی.,guidance,,سبحان صمدی,منبع: ACA-INT-0148 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,فرق stop و limit چیه؟,پندینگ اردرها دو دسته‌اند و تفاوتشان در جهت انتظار است. «استاپ» وقتی فعال می‌شود که قیمت در ادامه‌ی حرکت خود به سطح تعیین‌شده برسد — یعنی برای ورود در شکست. «لیمیت» وقتی فعال می‌شود که قیمت در برگشت به سطح تعیین‌شده برسد — یعنی برای ورود در بازگشت قیمت. جمله‌ی کلیدی درس: استاپ برای ورود در ادامه‌ی روند، لیمیت برای ورود در برگشت قیمت.,guidance,,سبحان صمدی,منبع: ACA-INT-0149 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,buy stop یعنی چی؟,"چهار نوع پندینگ اردر و کاربردی که مدرس برای هرکدام می‌گوید:
• Buy Stop — قیمت بالاتر از قیمت فعلی؛ برای ورود به خرید در شکست مقاومت.
• Sell Stop — قیمت پایین‌تر از قیمت فعلی؛ برای ورود به فروش در شکست حمایت.
• Buy Limit — قیمت پایین‌تر از قیمت فعلی؛ برای ورود به خرید در برگشت از حمایت.
• Sell Limit — قیمت بالاتر از قیمت فعلی؛ برای ورود به فروش در برگشت از مقاومت.",guidance,,سبحان صمدی,منبع: ACA-INT-0150 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,استاپ لاس یعنی چی؟,حد ضرر محلی است که اگر قیمت به آن رسید، معامله به‌صورت خودکار با ضرر بسته می‌شود. کارکردش محدود کردن ضرر است. تأکید درس این است که حد ضرر همیشه باید تعیین شود.,guidance,,سبحان صمدی,منبع: ACA-INT-0153 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,تیک پروفیت یعنی چی؟,حد سود محلی است که اگر قیمت به آن رسید، معامله به‌صورت خودکار با سود بسته می‌شود. کارکردش برداشت سود در هدف از پیش تعیین‌شده است — یعنی از قبل بدانی کجا از معامله خارج می‌شوی.,guidance,,سبحان صمدی,منبع: ACA-INT-0154 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,قانون اول معامله‌گری چیه؟,"چهار نکته‌ای که مدرس به‌عنوان قواعد اردرگذاری می‌گوید:
۱) حجم معامله را متناسب با سرمایه‌ی خود انتخاب کنید.
۲) همیشه حد ضرر بگذارید — درس این را «قانون اول معامله‌گری» می‌نامد و در جمع‌بندی هم تکرار می‌کند: هیچ‌وقت بدون حد ضرر معامله نکنید.
۳) حد سود را مشخص کنید — از قبل بدانید کجا از معامله خارج می‌شوید.
۴) نسبت ریسک به ریوارد را پیش از ورود محاسبه کنید (مثلاً ۱ به ۲ یا ۱ به ۳).",guidance,,سبحان صمدی,منبع: ACA-INT-0158 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,چرا US30 رو ندارم؟,"نام یک نماد در بروکرهای مختلف یکسان نیست. مثال درس: شاخص داوجونز در بروکر مدرس با نام US30 نمایش داده می‌شود، اما ممکن است در بروکر شما DJI یا نام دیگری باشد. برای دیدن همه‌ی نمادها در Market Watch راست‌کلیک کنید و Show All را بزنید؛ اگر باز هم نماد را پیدا نکردید، از خود بروکر بپرسید آن شاخص با چه نامی ارائه می‌شود. پس اگر نمادی را در ویدیو دیدید و در پلتفرم خودتان ندارید، اشکال از شما نیست — نام‌گذاری بروکر فرق دارد.

• در پنجره‌ی Market Watch راست‌کلیک کنید.
• گزینه‌ی Show All را بزنید تا همه‌ی نمادهای بروکر نمایش داده شود.
• نماد موردنظر را در فهرست جست‌وجو کنید (نام ممکن است متفاوت باشد).
• اگر پیدا نشد، از پشتیبانی بروکر بپرسید آن نماد با چه نامی ارائه می‌شود.",guidance,,سبحان صمدی,منبع: ACA-INT-0162 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,ترمینال چیه؟,"با کلیک روی Terminal، بخشی در پایین صفحه باز می‌شود که وضعیت مالی حساب را نشان می‌دهد. پنج سنجه‌ی کلیدی آن:
• Balance — موجودی حساب
• Equity — بالانس به‌علاوه یا منهای سود و زیان شناور
• Margin — پولی که بروکر به‌عنوان وثیقه مسدود کرده
• Free Margin — پول آزاد برای باز کردن معامله‌ی جدید
• Margin Level — نسبت اکویتی به مارجین بر حسب درصد
این پنج عدد، به‌ویژه در بازار زنده، وضعیت واقعی حساب را نشان می‌دهند.",guidance,,سبحان صمدی,منبع: ACA-INT-0164 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,بالانس یعنی چی؟,بالانس یعنی موجودی حساب شما نزد بروکر؛ عددی که معاملات باز روی آن اثر نمی‌گذارند و فقط پس از بسته شدن معامله به‌روز می‌شود. عدد ۴۸٬۰۰۰ دلاری که در ویدیو دیده می‌شود مربوط به همان حساب آزمایشی (دمو) است که در دوره ساخته شد.,guidance,,سبحان صمدی,منبع: ACA-INT-0165 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,اکویتی یعنی چی؟,اکویتی یعنی بالانس به‌علاوه یا منهای سود و زیان شناور معاملات باز. فرمول: Equity = Balance + سود/ضرر شناور. اکویتی عدد لحظه‌ای و واقعی دارایی شماست؛ اگر همین حالا همه‌ی معاملات را ببندید، بالانس شما برابر اکویتی می‌شود.,guidance,,سبحان صمدی,منبع: ACA-INT-0166 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,مارجین یعنی چی؟,مارجین پولی است که بروکر به‌عنوان وثیقه‌ی معاملات باز از حساب شما مسدود می‌کند. این پول تا بسته شدن معامله قابل استفاده نیست. سه عامل روی مقدار آن اثر می‌گذارند: حجم معامله (لات)، لوریج، و قیمت نماد معاملاتی. هرچه حجم معاملات بیشتر باشد، مارجین بیشتری مسدود می‌شود.,guidance,,سبحان صمدی,منبع: ACA-INT-0167 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,فری مارجین یعنی چی؟,فری مارجین یعنی پول آزاد حساب — همان مقداری که می‌توانید با آن معامله‌ی جدید باز کنید. فرمول: Free Margin = Equity − Margin.,guidance,,سبحان صمدی,منبع: ACA-INT-0168 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,مارجین لول یعنی چی؟,مارجین لیول نسبت اکویتی به مارجین است و به‌صورت درصد نمایش داده می‌شود. فرمول: Margin Level = (Equity ÷ Margin) × ۱۰۰. این درصد نشان می‌دهد حساب چقدر از فشار معاملات باز فاصله دارد؛ هرچه بالاتر باشد، حساب امن‌تر است.,guidance,,سبحان صمدی,منبع: ACA-INT-0169 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
